1.000000 0.000000
0.983039 0.000843
0.966156 0.001633
0.949350 0.002370
0.932625 0.003057
0.915983 0.003693
0.899425 0.004281
0.882953 0.004822
0.866570 0.005316
0.850277 0.005764
0.834076 0.006168
0.817970 0.006529
0.801959 0.006848
0.786047 0.007125
0.770235 0.007363
0.754525 0.007563
0.738919 0.007724
0.723419 0.007849
0.708027 0.007939
0.692745 0.007995
0.677575 0.008017
0.662518 0.008007
0.647578 0.007966
0.632755 0.007896
0.618052 0.007796
0.603470 0.007670
0.589012 0.007516
0.574680 0.007338
0.560476 0.007135
0.546401 0.006908
0.532457 0.006660
0.518647 0.006391
0.504972 0.006102
0.491435 0.005795
0.478037 0.005470
0.464780 0.005128
0.451667 0.004771
0.438698 0.004400
0.425877 0.004016
0.413205 0.003620
0.400684 0.003212
0.388317 0.002795
0.376104 0.002370
0.364048 0.001937
0.352151 0.001497
0.340416 0.001052
0.328843 0.000603
0.317434 0.000151
0.306193 -0.000303
0.295120 -0.000758
0.284219 -0.001213
0.273489 -0.001667
0.262935 -0.002118
0.252557 -0.002565
0.242357 -0.003008
0.232338 -0.003445
0.222502 -0.003875
0.212850 -0.004296
0.203385 -0.004709
0.194107 -0.005112
0.185021 -0.005503
0.176126 -0.005881
0.167426 -0.006246
0.158922 -0.006597
0.150616 -0.006931
0.142510 -0.007248
0.134606 -0.007548
0.126907 -0.007828
0.119413 -0.008088
0.112127 -0.008326
0.105052 -0.008542
0.098188 -0.008735
0.091538 -0.008902
0.085104 -0.009044
0.078888 -0.009158
0.072891 -0.009245
0.067117 -0.009303
0.061565 -0.009330
0.056240 -0.009325
0.051142 -0.009288
0.046274 -0.009218
0.041637 -0.009113
0.037234 -0.008971
0.033066 -0.008793
0.029135 -0.008577
0.025444 -0.008321
0.021994 -0.008025
0.018788 -0.007688
0.015826 -0.007308
0.013112 -0.006884
0.010648 -0.006416
0.008434 -0.005901
0.006473 -0.005340
0.004768 -0.004731
0.003319 -0.004072
0.002129 -0.003363
0.001201 -0.002602
0.000535 -0.001789
0.000134 -0.000922
0.000000 0.000000
0.000123 0.001160
0.000490 0.002344
0.001100 0.003553
0.001952 0.004783
0.003045 0.006034
0.004378 0.007305
0.005948 0.008592
0.007755 0.009896
0.009798 0.011215
0.012076 0.012546
0.014586 0.013889
0.017328 0.015242
0.020301 0.016604
0.023503 0.017972
0.026933 0.019347
0.030590 0.020725
0.034473 0.022105
0.038580 0.023487
0.042909 0.024868
0.047461 0.026247
0.052233 0.027622
0.057224 0.028993
0.062433 0.030357
0.067859 0.031713
0.073500 0.033059
0.079356 0.034394
0.085424 0.035716
0.091704 0.037025
0.098194 0.038318
0.104894 0.039593
0.111801 0.040850
0.118915 0.042087
0.126234 0.043302
0.133757 0.044495
0.141483 0.045662
0.149411 0.046803
0.157538 0.047917
0.165865 0.049001
0.174390 0.050055
0.183111 0.051076
0.192027 0.052064
0.201137 0.053016
0.210440 0.053932
0.219935 0.054809
0.229619 0.055647
0.239493 0.056443
0.249554 0.057197
0.259801 0.057906
0.270234 0.058570
0.280851 0.059186
0.291650 0.059753
0.302630 0.060271
0.313791 0.060736
0.325130 0.061148
0.336647 0.061505
0.348340 0.061805
0.360208 0.062048
0.372250 0.062232
0.384465 0.062354
0.396850 0.062414
0.409406 0.062411
0.422130 0.062341
0.435022 0.062205
0.448080 0.062001
0.461303 0.061726
0.474690 0.061380
0.488239 0.060961
0.501949 0.060468
0.515819 0.059898
0.529848 0.059252
0.544034 0.058526
0.558376 0.057719
0.572872 0.056831
0.587523 0.055859
0.602326 0.054802
0.617279 0.053659
0.632383 0.052427
0.647635 0.051106
0.663035 0.049694
0.678580 0.048189
0.694270 0.046590
0.710103 0.044895
0.726079 0.043104
0.742196 0.041214
0.758452 0.039223
0.774847 0.037131
0.791379 0.034936
0.808047 0.032636
0.824849 0.030230
0.841785 0.027717
0.858853 0.025094
0.876051 0.022361
0.893380 0.019515
0.910836 0.016555
0.928420 0.013481
0.946129 0.010290
0.963963 0.006980
0.981921 0.003551
1.000000 0.000000
